;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;HR;;;;;;;;;;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;%;;;;;;;;;;
01-01-2023 06:1229;5;5;1,6;0;147;20,8;0,2;4,3;4,2;8,5;1,1;19,2;233;55,2;;;;;;;;;;
01-01-2023 01:1230;20;7;1,6;0;127;19,5;0,3;5,4;6,9;12,4;1,3;18;220;60,4;;;;;;;;;;
01-01-2023 02:1230;11;4;2,1;0;95;22,5;0,4;7,3;6,4;13,8;1,1;18,6;240;52,2;;;;;;;;;;
01-01-2023 03:1230;15;7;2;0;83;24,6;0,4;8,5;6,1;14,6;1;20,6;444;47,9;;;;;;;;;;
01-01-2023 04:1230;9;7;1,6;0;124;24,9;0,3;6,1;4,2;10,2;0,9;23,3;374;43,3;;;;;;;;;;
01-01-2023 05:1230;11;6;1,4;0;155;22,6;0,3;3,9;4,4;8,3;1,3;19,7;90;50,4;;;;;;;;;;
01-01-2023 06:1230;54;27;1,2;0;228;8,8;0,8;15,1;19,7;34,8;1,9;14,9;6;67,2;;;;;;;;;;
01-01-2023 01:1231;65;21;1,1;0;77;3,7;1,4;33,5;26,3;59,7;1,9;13,2;0;74,8;;;;;;;;;;
01-01-2023 02:1231;65;29;0,4;0;1;3,1;1,6;47,7;28,7;76,3;2;13,4;0;76,6;;;;;;;;;;
01-01-2023 03:1231;40;14;0,6;0;134;3,9;0,8;12,3;23,7;36;2,2;12,4;0;71;;;;;;;;;;
01-01-2023 04:1231;44;20;0,6;0;119;1,9;0,9;14,7;24,7;39,4;3,9;12;0;72,2;;;;;;;;;;
01-01-2023 05:1231;36;16;0,9;0;88;3,1;0,5;16,1;16,4;32,5;2,2;12,2;0;72,5;;;;;;;;;;
01-01-2023 06:1231;44;19;0,7;0;88;2,1;1,1;40,1;21,2;61,3;2,7;12,6;0;70,9;;;;;;;;;;
01-01-2023 01:1232;53;21;0,5;0;84;0,9;1,6;73,9;24,3;98,2;2,1;11,9;0;71,9;;;;;;;;;;
01-01-2023 02:1232;88;33;0,6;0;331;0,9;1,5;72,3;26,4;98,7;2,5;11,4;0;78,7;;;;;;;;;;
01-01-2023 03:1232;58;28;0,4;0;308;0,8;1;42,9;25,3;68,2;2;11,2;0;80,4;;;;;;;;;;
01-01-2023 04:1232;68;26;0,4;0;308;0,9;1,2;63,4;22,3;85,7;2;10,5;0;80,9;;;;;;;;;;
01-01-2023 05:1232;87;27;0,5;0;309;0,8;1;70,3;19,7;90;2;9,9;0;80,2;;;;;;;;;;
01-01-2023 06:1232;23;7;0,4;0;307;0,6;0,5;21,6;14,2;35,8;1,7;9,2;1;77,1;;;;;;;;;;
01-01-2023 01:1233;37;11;0,6;0;162;2,9;0,5;20,6;13,4;34;3,8;11,2;70;75,7;;;;;;;;;;
01-01-2023 02:1233;26;12;1,4;0;67;8,7;0,7;21,7;15,1;36,8;3,7;17,2;241;60,2;;;;;;;;;;
01-01-2023 03:1233;39;21;0,9;0;7;16,9;0,8;21,5;21,5;43;2,2;19,5;441;53;;;;;;;;;;
01-01-2023 04:1233;35;21;0,7;0;17;23,5;0,6;12,4;17,6;30;1,6;21,4;378;45,1;;;;;;;;;;
01-01-2023 05:1233;23;13;0,4;0;262;22,8;0,4;10,5;10,7;21,2;1,6;20,3;226;46,3;;;;;;;;;;
01-01-2023 06:1233;58;27;3,2;0;244;22,3;0,7;14;18,7;32,7;2,5;19,2;318;56,2;;;;;;;;;;
01-01-2023 01:1234;46;27;2,6;0;256;18,8;0,6;11,9;14,5;26,4;2,3;18,2;191;60;;;;;;;;;;
01-01-2023 02:1234;45;24;2;0;260;25,8;0,5;10,7;12,4;23,1;2,3;20,2;363;55,2;;;;;;;;;;
01-01-2023 03:1234;46;27;1,7;0;326;24,2;0,8;14,1;19,6;33,8;1,9;18,7;91;57,8;;;;;;;;;;
01-01-2023 04:1234;42;18;1,7;0;232;21,8;0,5;9,2;13,3;22,6;1,7;18,6;138;58,8;;;;;;;;;;
01-01-2023 05:1234;37;15;0,7;0;79;17,7;0,5;11,1;13,7;24,8;2,1;19,4;99;55,1;;;;;;;;;;
01-01-2023 06:1234;31;12;1,1;0;196;13,2;0,5;5,7;12,2;17,9;3,6;17;7;56,9;;;;;;;;;;
01-01-2023 01:1235;34;19;0,9;0;122;8,6;0,5;7,2;13,6;20,8;3,4;14,7;0;64,6;;;;;;;;;;
01-01-2023 02:1235;16;9;0,8;0;128;11,3;0,4;3,9;9,8;13,7;1,6;14,4;0;67,5;;;;;;;;;;
01-01-2023 03:1235;26;12;1;0;125;10,7;0,4;4,5;9,7;14,2;1,3;14,2;0;69,4;;;;;;;;;;
01-01-2023 04:1235;20;10;0,8;0;114;10,2;0,4;4,6;9,6;14,3;1,2;14,2;0;68,3;;;;;;;;;;
01-01-2023 05:1235;23;8;0,8;0;132;8,8;0,4;4,6;9,8;14,4;1,4;14,1;0;69,4;;;;;;;;;;
01-01-2023 06:1235;31;16;0,8;0;217;7;0,4;6,7;12,2;19;1,5;14;0;71,2;;;;;;;;;;
01-01-2023 01:1236;29;17;1,2;0;240;6,2;0,5;6,2;15;21,2;1,4;13,6;0;75,8;;;;;;;;;;
01-01-2023 02:1236;14;13;0,9;0;273;8,5;0,4;4,9;13;17,9;1,3;13,5;0;75,8;;;;;;;;;;
01-01-2023 03:1236;22;14;0,8;0;238;9,4;0,4;4,1;11,8;15,9;1,3;13,5;0;75,3;;;;;;;;;;
01-01-2023 04:1236;31;13;0,9;0;317;7;0,4;4,5;12,7;17,2;1,2;13,2;0;76,1;;;;;;;;;;
01-01-2023 05:1236;19;11;0,9;0,3;13;5,7;0,4;7;13;20,1;1,1;12,6;0;78,3;;;;;;;;;;
01-01-2023 06:1236;16;14;0,4;0,2;27;3,7;0,5;10,5;13,4;23,9;1;12,2;0;80,1;;;;;;;;;;
01-01-2023 01:1237;20;14;0,4;0;27;2,5;0,6;15,4;14,9;30,3;1,1;12,8;38;82;;;;;;;;;;
01-01-2023 02:1237;29;11;0,2;0;245;6,5;0,6;23;13,6;36,7;1,4;16,3;177;71,9;;;;;;;;;;
01-01-2023 03:1237;70;34;1;0;341;7,7;1;35,8;22,9;58,7;1,7;17,5;202;63,5;;;;;;;;;;
01-01-2023 04:1237;52;21;0,7;0;49;12,4;0,6;17,4;16,3;33,7;1,6;19,1;275;57,6;;;;;;;;;;
01-01-2023 05:1237;15;10;0,7;0;138;19,5;0,3;7,6;5,5;13,2;1,2;20,2;323;48,7;;;;;;;;;;
01-01-2023 06:1237;23;7;1,4;0;212;20,3;0,3;5,9;3;8,9;1,1;21,3;286;48,3;;;;;;;;;;
01-01-2023 01:1238;32;11;3,5;0;253;18,3;0,5;10,8;8,7;19,5;1,5;17,6;198;62,3;;;;;;;;;;
01-01-2023 02:1238;29;11;3,3;0;260;17,3;0,5;10,2;9,1;19,2;1,4;16,6;189;67,2;;;;;;;;;;
01-01-2023 03:1238;28;11;2,4;0;257;16,3;0,6;13,3;10,3;23,6;1,5;16,7;67;64,5;;;;;;;;;;
01-01-2023 04:1238;45;15;1,8;0;262;12,6;0,7;13,9;13,8;27,6;1,7;16,4;103;67,6;;;;;;;;;;
01-01-2023 05:1238;49;22;1;0;288;9,5;0,8;21;17,1;38,1;2,1;16,5;48;66;;;;;;;;;;
01-01-2023 06:1238;44;19;1;0;221;4,1;0,9;18;21,9;39,9;2;15,6;3;68,8;;;;;;;;;;
01-01-2023 01:1239;52;21;0,4;0;293;7,3;1,3;29,8;26,2;56;2,1;15;0;71,8;;;;;;;;;;
01-01-2023 02:1239;44;27;0,5;0;107;2,8;1;21;23,2;44,3;1,5;14,8;0;71,3;;;;;;;;;;
01-01-2023 03:1239;25;9;0,5;0;115;5,4;0,4;4,1;11;15,1;1,3;14,2;0;69,9;;;;;;;;;;
01-01-2023 04:1239;18;8;0,7;0;114;12,9;0,4;4,8;11,7;16,5;1,4;13,8;0;71;;;;;;;;;;
01-01-2023 05:1239;12;10;0,9;0;134;12,9;0,3;3,7;6;9,7;1,2;13,7;0;71,9;;;;;;;;;;
01-01-2023 06:1239;12;10;0,9;0;116;12,3;0,2;3,3;4,7;8;1,2;13,8;0;71;;;;;;;;;;
01-01-2023 01:1240;13;13;0,8;0;127;15,5;0,2;2,4;4,2;6,7;1,1;13,5;0;67,2;;;;;;;;;;
01-01-2023 02:1240;10;8;0,8;0;136;18,8;0,2;2;2,1;4,1;1,2;13,4;0;64,9;;;;;;;;;;
01-01-2023 03:1240;9;5;1,2;0;124;18,4;0,1;2,3;2,2;4,6;1;12,9;0;64,6;;;;;;;;;;
01-01-2023 04:1240;6;6;1,2;0;127;20,4;0,1;2,2;3,2;5,4;0,9;12,4;0;65,7;;;;;;;;;;
01-01-2023 05:1240;19;7;0,8;0;148;15,9;0,2;3,2;8,3;11,4;1,6;12,1;0;68,1;;;;;;;;;;
01-01-2023 06:1240;34;14;0,4;0;173;5,9;0,4;14,5;20,1;34,6;1,5;12;0;68,3;;;;;;;;;;
01-01-2023 01:1241;34;14;0,4;0;151;2,9;0,9;26,1;24,1;50,2;1,6;12,4;39;72;;;;;;;;;;
01-01-2023 02:1241;36;14;1;0;89;9,3;0,7;27,3;18,5;45,9;2,5;16,4;234;62,8;;;;;;;;;;
01-01-2023 03:1241;26;9;0;0;0;0;0;0;0;0;0;21,6;0;0;;;;;;;;;;
01-01-2023 04:1241;12;9;1,6;0;141;0;0,4;0;0;0;0;22,4;390;43,9;;;;;;;;;;
01-01-2023 05:1241;25;9;1,7;0;153;20,9;0,4;4,2;3;7,2;0;22,8;418;43,6;;;;;;;;;;
01-01-2023 06:1241;18;4;1,6;0;161;24,5;0,4;3,7;1,7;5,4;0;24,5;524;40,3;;;;;;;;;;
01-01-2023 01:1242;20;7;1,9;0;158;21,3;0,4;4,7;2,8;7,4;0;24,1;587;41,3;;;;;;;;;;
01-01-2023 02:1242;10;5;1,5;0;128;22,5;0,4;4,6;3,1;7,6;0;23,3;342;40,6;;;;;;;;;;
01-01-2023 03:1242;22;3;1,7;0;146;22,8;0,4;4,3;2,1;6,4;0;25,8;547;40;;;;;;;;;;
01-01-2023 04:1242;32;10;2;0;156;20;0,4;4,6;3;7,6;0;26;390;40,4;;;;;;;;;;
01-01-2023 05:1242;27;7;1,8;0;157;17,9;0,5;4,5;4,3;8,8;0;23,7;195;45,1;;;;;;;;;;
01-01-2023 06:1242;31;14;1,5;0;148;15,4;0,6;3,6;7,8;11,5;0;17,9;14;54,2;;;;;;;;;;
01-01-2023 01:1243;15;9;1,1;0;142;12,5;0,6;4,2;9,5;13,7;0;14,8;0;64,6;;;;;;;;;;
01-01-2023 02:1243;18;8;1,2;0;126;10,6;0,6;6,1;12,3;18,4;0;14,2;0;66,6;;;;;;;;;;
01-01-2023 03:1243;18;11;1,2;0;120;9,6;0,5;5,9;12,5;18,4;0;13,7;0;68,7;;;;;;;;;;
01-01-2023 04:1243;21;12;1;0;117;6,7;0,6;7,8;14,3;22,1;0;12,7;0;72,9;;;;;;;;;;
01-01-2023 05:1243;16;12;1;0;119;5,7;0,6;10;13,2;23,2;0;13;0;72,8;;;;;;;;;;
01-01-2023 06:1243;22;9;0,6;0;70;5,2;0,5;6,4;13,1;19,6;0;12,9;0;71,9;;;;;;;;;;
01-01-2023 01:1244;28;11;0,5;0;121;6,5;0,4;4,3;10,9;15,3;0;12,3;0;72,1;;;;;;;;;;
01-01-2023 02:1244;9;9;0,8;0;141;10,4;0,3;3,2;5,4;8,6;0;12,1;0;73,6;;;;;;;;;;
01-01-2023 03:1244;6;6;0,6;0;164;12,4;0,3;3;4;6,9;0;11,8;0;75;;;;;;;;;;
01-01-2023 04:1244;8;8;0,9;0;131;13;0,3;3;4,9;7,9;0;11,9;0;76;;;;;;;;;;
01-01-2023 05:1244;13;7;0,9;0;117;10,7;0,3;4;6,8;10,8;0;12,7;0;74,8;;;;;;;;;;
01-01-2023 06:1244;21;8;0,7;0;170;7,9;0,4;5,3;10,9;16,2;0;13;0;73,2;;;;;;;;;;
01-01-2023 01:1245;16;7;0,8;0;144;7,6;0,6;8,1;12;20,1;0;13,6;22;72,3;;;;;;;;;;
01-01-2023 02:1245;25;7;1,1;0;146;9,9;0,5;7,3;7,7;15,1;0;15;99;69,1;;;;;;;;;;
01-01-2023 03:1245;16;7;1,2;0;154;15,1;0,4;5,6;3,9;9,6;0;18,1;257;59,8;;;;;;;;;;
01-01-2023 04:1245;19;7;1,6;0;111;15,3;0,4;8,7;4,8;13,5;0;20,8;466;50,6;;;;;;;;;;
01-01-2023 05:1245;16;9;1,9;0;115;17,2;0,4;5,6;2,3;7,8;0;23,1;641;46;;;;;;;;;;
01-01-2023 06:1245;8;6;2,4;0;100;18;0,4;6,8;2,9;9,7;0;22;648;46,1;;;;;;;;;;
01-01-2023 01:1246;8;5;1,8;0;101;18,3;0,4;7,6;3,8;11,4;0;22,1;395;42,8;;;;;;;;;;
01-01-2023 02:1246;6;4;2,3;0;92;18,1;0,5;9,2;4,7;13,9;0;22,6;420;41,8;;;;;;;;;;
01-01-2023 03:1246;20;5;1,8;0;182;18,8;0,4;5,6;3,2;8,8;0;23,6;378;42;;;;;;;;;;
01-01-2023 04:1246;18;5;1,6;0;164;20;0,4;3,9;1,8;5,7;0;25,5;328;41,4;;;;;;;;;;
01-01-2023 05:1246;33;13;1,5;0;169;17,6;0,4;4,5;4,2;8,7;0;22,5;122;46,1;;;;;;;;;;
01-01-2023 06:1246;41;13;1,5;0;191;12,6;0,5;5;9,2;14,2;0;17,9;10;54,9;;;;;;;;;;
01-01-2023 01:1247;30;13;1;0;156;9,2;0,6;5;11,4;16,4;0;16,3;0;62,7;;;;;;;;;;
01-01-2023 02:1247;27;11;1,1;0;131;7,7;0,6;6,2;12,6;18,9;0;15,4;0;63,8;;;;;;;;;;
01-01-2023 03:1247;32;11;1,5;0;130;8,7;0,5;6,2;12,7;18,9;0;15,1;0;64;;;;;;;;;;
01-01-2023 04:1247;23;12;1,2;0;130;11;0,5;4,4;9,6;14;0;15,2;0;66,3;;;;;;;;;;
01-01-2023 05:1247;13;7;1,4;0;136;12;0,4;3,5;7,4;10,9;0;15,3;0;67,1;;;;;;;;;;
01-01-2023 06:1247;21;6;0,8;0;131;13;0,4;3,3;6,7;10;0;15;0;67,2;;;;;;;;;;
01-01-2023 01:1248;14;6;1,1;0;125;14,2;0,3;3,2;4,3;7,5;0;14,2;0;67,7;;;;;;;;;;
01-01-2023 02:1248;14;8;1,3;0;123;12,6;0,3;3,1;6,1;9,2;0;12,9;0;69,9;;;;;;;;;;
01-01-2023 03:1248;14;9;0,9;0;118;9,3;0,3;3,3;8,8;12;0;11,8;0;72,2;;;;;;;;;;
01-01-2023 04:1248;18;10;0,8;0;116;10,1;0,3;3,6;8,4;12;0;11,5;0;74,5;;;;;;;;;;
01-01-2023 05:1248;24;8;1,2;0;130;9,4;0,3;4,6;10,7;15,3;0;11,3;0;73,5;;;;;;;;;;
01-01-2023 06:1248;17;7;1;0;135;8,2;0,5;5,4;12,6;18,1;0;10,6;1;73,4;;;;;;;;;;
01-01-2023 01:1249;42;16;0,9;0;127;4,5;0,9;26;21,6;47,6;0;12,3;54;70,7;;;;;;;;;;
01-01-2023 02:1249;20;11;1,7;0;124;11,1;0,6;14,7;10,2;25;0;18,3;265;58,1;;;;;;;;;;
01-01-2023 03:1249;26;11;1,7;0;124;15,5;0,4;9,8;6,2;16,1;0;21,5;480;49,2;;;;;;;;;;
01-01-2023 04:1249;34;0;1,5;0;127;17;0,4;6,9;4,6;11,5;0;0;323;55,7;;;;;;;;;;
01-01-2023 05:1249;33;0;1,6;0;138;17;0,3;5,7;4,5;10,2;0;20,2;225;47,1;;;;;;;;;;
01-01-2023 06:1249;35;0;2;0;94;16,3;0,4;8,8;4,2;13;0;20,4;315;45,4;;;;;;;;;;
01-01-2023 01:1250;26;0;1,6;0;122;17,8;0,4;7,6;4,5;12,1;0;21,9;395;43,8;;;;;;;;;;
01-01-2023 02:1250;16;7;1,9;0;151;19,3;0,3;4,7;2;6,7;0;25;549;39,5;;;;;;;;;;
01-01-2023 03:1250;9;8;1,7;0;131;17,9;0,4;6,9;4,4;11,3;0;24,7;345;37,5;;;;;;;;;;
01-01-2023 04:1250;11;8;2;0;118;15,3;0,5;7,2;5,6;12,8;0;21,8;154;43;;;;;;;;;;
01-01-2023 05:1250;31;11;1,4;0;141;14,3;0,5;6,4;8,1;14,6;0;20,5;67;47,7;;;;;;;;;;
01-01-2023 06:1250;26;14;1,2;0;138;12,4;0,6;5,3;9,6;14,9;0;17,8;4;54,3;;;;;;;;;;
01-01-2023 01:1251;23;10;1,6;0;119;9,2;0,7;8,8;14,5;23,3;0;15,7;0;61,4;;;;;;;;;;
01-01-2023 02:1251;27;8;1,4;0;129;9,5;0,6;5,8;12,5;18,3;0;14,6;0;66,8;;;;;;;;;;
01-01-2023 03:1251;16;9;1,2;0;114;11,2;0,5;4,8;9,1;13,9;0;13,9;0;69,3;;;;;;;;;;
01-01-2023 04:1251;0;0;1,1;0;114;7,5;0,5;6,2;6,4;12,7;0;14,5;0;67,4;;;;;;;;;;
01-01-2023 05:1251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
01-01-2023 06:1251;16;0;1,4;0;118;0;0,1;5,4;0;5,4;0;14;0;68,1;;;;;;;;;;
01-01-2023 01:1252;0;0;0,9;0;129;19,2;0,1;5,4;5;10,4;0;13,2;0;68,7;;;;;;;;;;
01-01-2023 02:1252;0;8;0,9;0;101;0;0,1;3,4;3,5;6,9;0;13,3;0;63,6;;;;;;;;;;
01-01-2023 03:1252;27;0;1;0;101;28,4;0,1;3,9;1,3;5,1;0;13,3;0;60;;;;;;;;;;
01-01-2023 04:1252;0;17;0,7;0;93;18,4;0,1;3,6;4;7,6;0;13;0;63;;;;;;;;;;
01-01-2023 05:1252;0;9;0,8;0;123;14,4;0,1;3,4;8,1;11,5;0;13,6;0;63,8;;;;;;;;;;
01-01-2023 06:1252;24;5;1,2;0;105;6,9;0,4;10,4;18,1;28,4;0;13,1;0;67,2;;;;;;;;;;
01-01-2023 01:1253;25;16;0,9;0;129;5,9;0,5;13,1;18,2;31,3;0;13,9;39;68;;;;;;;;;;
01-01-2023 02:1253;25;17;1;0;112;9,7;0,6;15;14,4;29,4;0;16,1;142;63,7;;;;;;;;;;
01-01-2023 03:1253;21;8;1,5;0;99;14,8;0,4;10,6;8,6;19,2;0;18,6;202;55,2;;;;;;;;;;
01-01-2023 04:1253;16;0;1,6;0;124;0;0,2;6,3;4,4;10,7;0;18,9;219;54,6;;;;;;;;;;
01-01-2023 05:1253;19;11;1,5;0;118;16,5;0,3;6,6;4,8;11,4;0;20,5;348;53,2;;;;;;;;;;
01-01-2023 06:1253;17;6;1,7;0;109;15,9;0,3;7,9;4,7;12,6;0;20,3;449;53,9;;;;;;;;;;
01-01-2023 01:1254;14;3;2,5;0;105;18;0,3;9,2;4,7;13,9;0;21,9;450;45,7;;;;;;;;;;
01-01-2023 02:1254;13;3;3,3;0;69;18,2;0,4;10,9;5,6;16,4;0;20,4;413;46,9;;;;;;;;;;
01-01-2023 03:1254;9;4;1,8;0;100;18,5;0,3;8;4,1;12,1;0;22;337;45,7;;;;;;;;;;
01-01-2023 04:1254;10;10;2,1;0;100;17,4;0,3;7,9;5,9;13,8;0;20,9;207;45,7;;;;;;;;;;
01-01-2023 05:1254;16;7;2;0;104;15,2;0,4;9,3;8;17,3;0;19,1;56;51,1;;;;;;;;;;
01-01-2023 06:1254;11;6;1,1;0;138;14,2;0,3;3,8;6,9;10,7;0;15,9;3;61,8;;;;;;;;;;
01-01-2023 01:1255;24;14;1,3;0;121;7,2;0,6;10;16,9;26,8;0;14,6;0;66,5;;;;;;;;;;
01-01-2023 02:1255;11;11;1,5;0;128;10,5;0,5;5,7;11,2;16,9;0;14,8;0;66,1;;;;;;;;;;
01-01-2023 03:1255;18;10;1,4;0;120;8,9;0,6;7,3;12,7;20;0;13,6;0;68,1;;;;;;;;;;
01-01-2023 04:1255;25;13;2,4;0;93;9,2;0,6;11,8;13,9;25,7;0;13,8;0;67,8;;;;;;;;;;
01-01-2023 05:1255;19;14;1,6;0;108;7,8;0,5;8,5;14,1;22,7;0;13,3;0;67,1;;;;;;;;;;
01-01-2023 06:1255;13;10;0,7;0;136;8,1;0,3;5,1;11,9;17;0;11,7;0;71,4;;;;;;;;;;
01-01-2023 01:1256;20;7;0,8;0;136;12,8;0,2;3,1;6,5;9,6;0;12,6;0;71,7;;;;;;;;;;
01-01-2023 02:1256;13;4;1,4;0;118;14,7;0,2;2,5;4,7;7,3;0;13,1;0;68,8;;;;;;;;;;
01-01-2023 03:1256;13;6;1,4;0;114;16,3;0,2;2,3;3,6;5,8;0;12,8;0;68,4;;;;;;;;;;
01-01-2023 04:1256;11;6;1,7;0;106;16;0,2;2,9;4,5;7,5;0;12,9;0;67,1;;;;;;;;;;
01-01-2023 05:1256;12;8;1,1;0;98;12;0,2;4,9;8,8;13,7;0;12,7;0;66,4;;;;;;;;;;
01-01-2023 06:1256;19;7;1,3;0;109;9,4;0,4;5,9;11,8;17,8;0;12,6;0;69;;;;;;;;;;
01-01-2023 01:1257;16;5;1,3;0;116;7,8;0,4;9,7;14,7;24,5;0;12,6;22;69,2;;;;;;;;;;
01-01-2023 02:1257;34;8;1,3;0;123;11,6;0,4;8,7;8,8;17,5;0;14,9;105;65,2;;;;;;;;;;
01-01-2023 03:1257;24;12;1,3;0;119;15,1;0,4;6,7;6,8;13,5;0;16,7;148;58,2;;;;;;;;;;
01-01-2023 04:1257;17;7;1,6;0;110;17,3;0,3;8;5,7;13,7;0;18,6;219;50,8;;;;;;;;;;
01-01-2023 05:1257;8;7;1,9;0;106;17,5;0,3;7,5;5,5;13;0;19,1;248;48,1;;;;;;;;;;
01-01-2023 06:1257;20;7;1,7;0;98;18,1;0,3;8,4;4,9;13,3;0;20,7;266;44,8;;;;;;;;;;
01-01-2023 01:1258;20;9;1,8;0;85;17,3;0,4;10;6,4;16,3;0;20;213;46,5;;;;;;;;;;
01-01-2023 02:1258;15;10;2,2;0;108;18,4;0,4;7,2;3,5;10,7;0;21,9;459;44;;;;;;;;;;
01-01-2023 03:1258;15;5;1,8;0;112;17,9;0,4;7,5;3,9;11,4;0;22;272;43,3;;;;;;;;;;
01-01-2023 04:1258;10;8;1,9;0;104;16,7;0,5;11,5;7,2;18,7;0;20,7;169;44,6;;;;;;;;;;
01-01-2023 05:1258;10;8;1,5;0;111;16,1;0,5;10,3;9;19,3;0;21,7;135;43,4;;;;;;;;;;
01-01-2023 06:1258;16;8;2,2;0;79;15,4;0,6;10,3;9;19,2;0;19,3;22;47,1;;;;;;;;;;
01-01-2023 01:1259;24;10;1,1;0;154;11,1;0,5;5,1;11;16;0;16,1;0;59,1;;;;;;;;;;
01-01-2023 02:1259;36;13;0,9;0;163;8,1;0,7;6,3;12,9;19,2;0;14,5;0;66,5;;;;;;;;;;
01-01-2023 03:1259;32;19;0,4;0;150;4,4;0,8;7,6;17,2;24,7;0;14,2;0;66,2;;;;;;;;;;
01-01-2023 04:1259;46;19;0,6;0;184;1,2;0,8;15,2;18,7;33,9;0;13,8;0;68,1;;;;;;;;;;
01-01-2023 05:1259;28;12;0,5;0;171;4,7;0,5;6,3;14,7;21;0;14,5;0;67,5;;;;;;;;;;
01-01-2023 06:1259;24;15;0,5;0;134;7,1;0,4;4,9;11,8;16,7;0;14,5;0;68,3;;;;;;;;;;
01-01-2023 01:1260;24;13;0,6;0;150;7,2;0,4;4;9,9;13,9;0;14,2;0;69,6;;;;;;;;;;
01-01-2023 02:1260;33;17;0,2;0,3;12;1,7;0,7;13,3;17,6;30,9;0;12,4;0;75,2;;;;;;;;;;
01-01-2023 03:1260;24;20;0,6;0;10;0,7;0,9;29;22,2;51,2;0;11,9;0;80,4;;;;;;;;;;
01-01-2023 04:1260;12;8;0,8;0;340;2,3;0,5;14,8;22,2;37;0;12,3;0;81,2;;;;;;;;;;
01-01-2023 05:1260;14;14;0,4;0;325;1,3;0,3;10,7;21,7;32,4;0;12,4;0;81,2;;;;;;;;;;
01-01-2023 06:1260;22;13;0,4;0;72;2,6;0,4;14;17;31;0;11,6;0;81;;;;;;;;;;
01-01-2023 01:1261;28;17;0,5;0;339;2,9;0,7;32,2;18,5;50,7;0;13,2;30;80,3;;;;;;;;;;
01-01-2023 02:1261;11;8;1,5;0;109;10,4;0,3;10,7;6,8;17,5;0;15,9;151;69,9;;;;;;;;;;
01-01-2023 03:1261;10;10;1,9;0;93;14,9;0,2;6,7;4,3;11;0;17,6;190;58,7;;;;;;;;;;
01-01-2023 04:1261;9;9;2,1;0;88;16,7;0,2;6,6;3,3;9,9;0;18,6;318;55,3;;;;;;;;;;
01-01-2023 05:1261;6;5;1,7;0;137;17,9;0,2;4,1;1,5;5,7;0;21,9;407;48,8;;;;;;;;;;
01-01-2023 06:1261;6;2;1,9;0;138;17,7;0,1;3,8;0,8;4,5;0;22,2;390;47,6;;;;;;;;;;
01-01-2023 01:1262;6;3;2;0;139;17,7;0,1;3,3;0,6;4;0;23,3;439;45,2;;;;;;;;;;
01-01-2023 02:1262;9;5;1,8;0;135;16,7;0,2;4;1,1;5,1;0;23,8;440;43,4;;;;;;;;;;
01-01-2023 03:1262;7;5;2;0;154;18,3;0,2;2,8;0;2,7;0;25,9;557;40,9;;;;;;;;;;
01-01-2023 04:1262;6;5;1,8;0;152;17,6;0,1;3,4;0,7;4,1;0;25;326;40,2;;;;;;;;;;
01-01-2023 05:1262;8;4;1,5;0;157;15,5;0,2;4,4;2;6,4;0;23,9;144;44,7;;;;;;;;;;
01-01-2023 06:1262;9;8;1,5;0;141;12;0,3;3,8;4,1;7,8;0;18;5;53;;;;;;;;;;
01-01-2023 01:1263;0;11;1,2;0;133;11,5;0,3;3;4,2;7,2;0;14,9;0;63,2;;;;;;;;;;
01-01-2023 02:1263;0;12;1,1;0;126;9,3;0,3;4;6,5;10,5;0;14;0;68;;;;;;;;;;
01-01-2023 03:1263;11;11;1,1;0;131;5,7;0,4;6,2;10,5;16,7;0;13,4;0;69,6;;;;;;;;;;
01-01-2023 04:1263;16;10;0,7;0;117;4,5;0,4;6,4;10,1;16,4;0;12,1;0;71,5;;;;;;;;;;
01-01-2023 05:1263;15;8;0,6;0;136;2,1;0,5;7,6;12,3;19,9;0;11,8;0;73,5;;;;;;;;;;
01-01-2023 06:1263;25;13;0,7;0;135;2,5;0,4;6,8;11,3;18,2;0;11,4;0;73,3;;;;;;;;;;
01-01-2023 01:1264;20;8;0,4;0;133;3,4;0,4;5;10,4;15,5;0;11,7;0;75,9;;;;;;;;;;
01-01-2023 02:1264;16;16;0,5;0;131;2,5;0,4;5,6;10,3;15,9;0;12,5;0;72,2;;;;;;;;;;
01-01-2023 03:1264;12;11;0,4;0;99;5,8;0,3;2,9;6,9;9,8;0;10,6;0;74,3;;;;;;;;;;
01-01-2023 04:1264;19;9;0,4;0;96;2,9;0,3;6,5;9,3;15,8;0;10;0;77,5;;;;;;;;;;
01-01-2023 05:1264;13;11;0,7;0;121;2,6;0,3;6,5;9,6;16,1;0;10,6;0;74,8;;;;;;;;;;
01-01-2023 06:1264;31;17;0,7;0;97;1,5;0,4;14,8;12,3;27,2;0;9,8;0;74,1;;;;;;;;;;
01-01-2023 01:1265;24;19;0,5;0;150;2,7;0,6;25,9;12,2;38,1;0;11;24;73,1;;;;;;;;;;
