;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
DateTime;;;;;;;;;;;;;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura;Rad Solar;HR;;;;;;;;;;
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C;W/M²;%;;;;;;;;;;
01-01-2023 03:34;37;25;1,9;0;246;21,6;1,3;9;12,6;21,6;3,3;18;159;55,1;;;;;;;;;;
01-01-2023 04:34;56;28;2,2;0;227;22,9;1,2;7,7;9,6;17,3;2,8;18,4;213;57,2;;;;;;;;;;
01-01-2023 05:34;56;29;2,8;0;238;23;1,2;7,7;8,5;16,2;3,4;18,3;149;59,5;;;;;;;;;;
01-01-2023 06:34;48;29;2,6;0;252;16,9;1,3;8,6;10,9;19,5;3;15,5;21;66,7;;;;;;;;;;
01-01-2023 01:35;49;30;2,2;0;255;10,6;1,4;7,7;13,5;21,2;2,7;13,2;0;75,4;;;;;;;;;;
01-01-2023 02:35;44;28;0,6;0;44;5,2;1,6;18,3;16,6;34,8;3;13,6;0;73,4;;;;;;;;;;
01-01-2023 03:35;54;27;0,7;0;41;3,3;1,6;22;18,8;40,8;4,2;13,5;0;72,5;;;;;;;;;;
01-01-2023 04:35;50;21;0,3;0;267;3,5;1,5;17,5;17,4;34,9;3,8;13,2;0;72,7;;;;;;;;;;
01-01-2023 05:35;42;17;0,2;0;51;3;1,4;23,8;12,1;35,8;2,7;12,6;0;71,8;;;;;;;;;;
01-01-2023 06:35;40;16;1;0;294;6,9;1,1;11,2;13;24,2;2,3;12,2;0;76,6;;;;;;;;;;
01-01-2023 01:36;20;20;1;0;302;8,3;0,9;3,8;11,7;15,6;2,8;11,8;0;77,2;;;;;;;;;;
01-01-2023 02:36;21;16;1,3;0;347;5,3;0,9;5,1;15,2;20,4;1,8;11,3;0;79,6;;;;;;;;;;
01-01-2023 03:36;16;11;1,2;0;338;6,9;0,9;2,7;12,4;15,1;1,6;11;0;80,7;;;;;;;;;;
01-01-2023 04:36;19;19;0,7;0;326;11,2;0,8;1,7;9,9;11,6;1,4;11,1;0;80,5;;;;;;;;;;
01-01-2023 05:36;21;21;0,5;0;340;6,3;1;10,7;14,2;24,9;1,4;11,3;0;79,8;;;;;;;;;;
01-01-2023 06:36;22;21;0,3;0;291;4,3;1,4;27,4;17;44,4;1,7;11,4;0;79,1;;;;;;;;;;
01-01-2023 01:37;37;28;0,5;0;312;3,2;2,1;50,7;21,2;71,9;1,8;11,4;7;79,8;;;;;;;;;;
01-01-2023 02:37;31;29;0,4;0;86;4,7;1,6;41;16,1;57,1;2,8;12,6;82;77,6;;;;;;;;;;
01-01-2023 03:37;41;18;0,2;0;228;8,1;1,3;29,7;10,8;40,5;2,9;15,7;207;64,6;;;;;;;;;;
01-01-2023 04:37;0;38;1,2;0;305;9,7;1,7;39,8;20,8;60,7;2,2;16,8;248;59,4;;;;;;;;;;
01-01-2023 05:37;66;28;1,1;0;345;12,9;1,5;29,6;17,8;47,5;1,7;17;247;57;;;;;;;;;;
01-01-2023 06:37;47;34;1,2;0,5;310;10,3;1,5;26,8;20;46,8;2;15,7;87;62,5;;;;;;;;;;
01-01-2023 01:38;54;33;1,7;0;261;13,9;1,3;20,8;18,1;38,8;2,5;14,4;158;72,2;;;;;;;;;;
01-01-2023 02:38;37;31;1,9;0;230;20,6;1,2;13,5;15,9;29,4;2,1;14,8;151;70,5;;;;;;;;;;
01-01-2023 03:38;37;28;1,1;0,2;227;21,9;1,2;9,7;14,6;24,3;2,1;15,6;125;66;;;;;;;;;;
01-01-2023 04:38;45;25;2,4;0;228;22,5;1,1;9,6;7,7;17,3;2,4;18,5;387;60,2;;;;;;;;;;
01-01-2023 05:38;46;26;2;6,8;244;18,6;1,2;11,8;10,2;22,1;2,8;16,7;123;60,6;;;;;;;;;;
01-01-2023 06:38;56;25;0,2;4,1;211;10,5;1,3;9,2;16,4;25,6;1,7;11,7;1;82,2;;;;;;;;;;
01-01-2023 01:39;27;21;0,4;1,1;142;4,5;1,4;11;13,8;24,8;1,8;10,7;0;86,3;;;;;;;;;;
01-01-2023 02:39;24;15;0,4;1,3;144;3,3;1,5;20,7;15,8;36,5;1,6;10,1;0;86,8;;;;;;;;;;
01-01-2023 03:39;0;23;0,4;0;164;2,9;2;45,4;16;61,4;1,8;10;0;87,2;;;;;;;;;;
01-01-2023 04:39;0;30;0,4;0;161;2,8;1,7;46,4;11,6;58;1,8;9,7;0;87,2;;;;;;;;;;
01-01-2023 05:39;31;31;0,3;0;142;2,9;2,2;79,1;14;93,2;1,9;10,2;0;87,4;;;;;;;;;;
01-01-2023 06:39;39;25;0,4;0;153;2,8;1,7;54,3;9,5;63,8;1,8;10,3;0;87,5;;;;;;;;;;
01-01-2023 01:40;37;20;0,4;0,6;141;2,7;1;28,7;4,9;33,6;1,6;9,9;0;87,4;;;;;;;;;;
01-01-2023 02:40;26;20;0,4;0,6;149;2,8;0,9;19,3;3,9;23,3;1,5;9,7;0;87,5;;;;;;;;;;
01-01-2023 03:40;28;10;0,8;0,2;106;8;0,7;0,7;2,1;2,8;1,3;8,9;0;87,3;;;;;;;;;;
01-01-2023 04:40;11;11;0,4;0;156;4,8;0,8;5,4;5,7;11,1;1,2;8,7;0;87,3;;;;;;;;;;
01-01-2023 05:40;0;17;0,3;0;84;2,8;1,1;30,5;7,2;37,7;1,4;8,8;0;87,3;;;;;;;;;;
01-01-2023 06:40;0;30;0,4;0;129;2,9;1,4;65,5;10,4;75,8;1,6;9;0;87,4;;;;;;;;;;
01-01-2023 01:41;37;19;0,6;0;136;3;1,4;56;9;64,9;1,4;7,8;8;87;;;;;;;;;;
01-01-2023 02:41;26;21;0,6;0;117;3,7;1,5;51,8;8,9;60,7;1,9;9,2;58;87,2;;;;;;;;;;
01-01-2023 03:41;52;13;0,8;0;40;9,4;1,2;29,6;6,8;36,5;2,2;17,3;289;82,1;;;;;;;;;;
01-01-2023 04:41;37;27;0;0;0;16,1;1,7;29,9;26,1;56;0;18,9;0;0;;;;;;;;;;
01-01-2023 05:41;60;12;0;0;0;13,8;0;0;0;0;0;20,3;0;0;;;;;;;;;;
01-01-2023 06:41;10;10;1,5;0;131;15,9;0,8;0;0;0;1,4;23,6;562;44;;;;;;;;;;
01-01-2023 01:42;15;9;1,4;0;130;14,5;0,8;4,5;2,1;6,6;1,3;20,2;371;50,3;;;;;;;;;;
01-01-2023 02:42;23;11;1,4;0,4;145;14,4;0,8;2,9;1,2;4;1,5;19,2;364;57,7;;;;;;;;;;
01-01-2023 03:42;10;8;1,4;0;152;17,1;0,8;0;0;0;1,5;22,9;502;47,6;;;;;;;;;;
01-01-2023 04:42;0;18;1,3;0;211;17,9;0,9;4,6;3,3;7,9;1,7;23,1;338;44,5;;;;;;;;;;
01-01-2023 05:42;27;27;3;0;247;13,7;1,3;15,2;11,8;27,1;2,1;15,8;93;66,7;;;;;;;;;;
01-01-2023 06:42;65;27;2;0;242;10,2;1,6;19;15,6;34,5;1,8;13,5;5;74,6;;;;;;;;;;
01-01-2023 01:43;43;30;1,2;0;288;3,5;2;30,3;22,7;53;2,7;13,1;0;77,6;;;;;;;;;;
01-01-2023 02:43;52;31;1;0;272;3,1;2,1;35,7;22,8;58,5;3,8;12,9;0;78,2;;;;;;;;;;
01-01-2023 03:43;64;34;0,7;0;268;3;2;40,4;22,6;63;4,5;12,7;0;78,6;;;;;;;;;;
01-01-2023 04:43;63;39;0,8;0;318;3;2,2;53,5;22,8;76,3;3,2;12,3;0;79,5;;;;;;;;;;
01-01-2023 05:43;73;31;1,3;0;315;2,9;1,9;45,4;19,7;65,1;2,7;12,1;0;80,1;;;;;;;;;;
01-01-2023 06:43;66;28;0,9;0;333;2,9;1,5;33,4;18,5;51,9;2,7;12,1;0;79,3;;;;;;;;;;
01-01-2023 01:44;60;30;0,4;0,1;216;2,8;1,3;22,2;15,9;38,2;2,7;11,7;0;79,9;;;;;;;;;;
01-01-2023 02:44;47;35;0,4;2;136;3;1,3;23,8;15,1;38,8;2,4;11,3;0;80,7;;;;;;;;;;
01-01-2023 03:44;41;6;0,9;0,6;80;10,7;0,8;0,5;5,5;6;1,5;10;0;79,7;;;;;;;;;;
01-01-2023 04:44;16;14;0,7;0,6;115;7,1;0,8;0,5;8,2;8,7;1,4;9,8;0;80,7;;;;;;;;;;
01-01-2023 05:44;0;15;0,6;0,4;133;6,5;0,9;3,6;11,2;14,8;1,5;9,3;0;79,5;;;;;;;;;;
01-01-2023 06:44;0;12;0,9;0,6;117;4,2;1;13,1;14,7;27,8;1,5;9,2;0;79,4;;;;;;;;;;
01-01-2023 01:45;0;19;0,6;0,2;103;4,4;1,2;18;15,1;33,1;1,8;9,2;3;79,3;;;;;;;;;;
01-01-2023 02:45;17;17;0,4;0;81;5;1,6;29,1;15,5;44,6;2,1;11;55;77,7;;;;;;;;;;
01-01-2023 03:45;16;10;0,6;0;123;9,1;1;12,1;9,5;21,6;2,9;13,9;135;67,2;;;;;;;;;;
01-01-2023 04:45;21;21;1;0;29;8,8;1,5;38,2;16;54,2;1,9;15,1;150;60,4;;;;;;;;;;
01-01-2023 05:45;50;11;1,2;0;182;14;0,9;6,8;4;10,8;1,8;17,4;291;57,6;;;;;;;;;;
01-01-2023 06:45;24;12;0,8;0;172;17,8;0,9;5,9;4,3;10,2;1,6;18;176;51,5;;;;;;;;;;
01-01-2023 01:46;30;13;1,2;0;154;19,1;0,9;2,6;2,7;5,3;1,6;18,2;265;54,1;;;;;;;;;;
01-01-2023 02:46;17;17;1,3;0;120;18,6;0,9;3,1;2,1;5,2;1,4;19,8;319;50,5;;;;;;;;;;
01-01-2023 03:46;29;5;1,3;0;145;17,8;0,8;2,4;2;4,4;1,4;18,9;202;51,1;;;;;;;;;;
01-01-2023 04:46;17;11;1,2;0;128;17;0,9;4;3,1;7,1;1,3;18,5;146;51,6;;;;;;;;;;
01-01-2023 05:46;24;11;0,9;0;170;15,2;1;5,9;4,8;10,7;1,3;19,3;150;52,3;;;;;;;;;;
01-01-2023 06:46;15;15;0,6;0;149;10,8;1,3;12,8;10,8;23,6;1,6;16,3;37;54,9;;;;;;;;;;
01-01-2023 01:47;36;19;0,9;0;139;11,7;1;1,9;7,5;9,4;1,6;14;0;62,6;;;;;;;;;;
01-01-2023 02:47;24;13;0,5;0;175;8,5;1,3;10,9;12,2;23,1;1,5;13,2;0;66,1;;;;;;;;;;
01-01-2023 03:47;29;14;0,4;0;107;5,7;1,5;21,7;15,6;37,5;2,2;13,1;0;66,5;;;;;;;;;;
01-01-2023 04:47;37;15;0,9;0;109;8,9;1,1;6,3;9,4;15,7;1,5;12,6;0;65,1;;;;;;;;;;
01-01-2023 05:47;0;36;1,4;0;247;4,2;2;42,9;22,2;65;4,8;12,2;0;70,3;;;;;;;;;;
01-01-2023 06:47;107;36;1,2;0;252;3,1;1,6;36,6;21,7;58,4;3,9;11,9;0;74,3;;;;;;;;;;
01-01-2023 01:48;84;33;0,3;0;227;3;1,4;28,4;19,2;47,6;3,3;11,7;0;74,4;;;;;;;;;;
01-01-2023 02:48;64;25;0,2;0;209;2,9;1,2;16,9;17,7;34,6;3,1;11,4;0;74,1;;;;;;;;;;
01-01-2023 03:48;43;25;0,3;0;287;2,9;1,2;14,6;16,7;31,3;3,5;11,9;0;73;;;;;;;;;;
01-01-2023 04:48;51;35;0,3;0;156;3;1,2;32,8;13,1;45,9;2,8;11;0;73,9;;;;;;;;;;
01-01-2023 05:48;62;28;0,4;0;165;2,8;1,1;32,6;9,1;41,7;2,4;10,1;0;76,1;;;;;;;;;;
01-01-2023 06:48;53;28;0,2;0;127;2,9;1,4;58,1;12,7;70,9;2,5;10,2;0;78,2;;;;;;;;;;
01-01-2023 01:49;71;31;0,2;0;296;3,2;2,2;76,5;19,5;96;3,7;11;3;74;;;;;;;;;;
01-01-2023 02:49;91;43;0,4;0;152;3,4;1,9;70,1;13,8;83,9;4,2;11,6;40;74,8;;;;;;;;;;
01-01-2023 03:49;96;32;0,1;0;146;6,2;1,6;49;16,9;65,9;5,1;15,2;223;65,4;;;;;;;;;;
01-01-2023 04:49;72;28;0,5;0;123;12,6;1,3;0;0;0;4;18,5;291;53,1;;;;;;;;;;
01-01-2023 05:49;50;9;1,6;0;148;16,9;0,8;0;0;0;1,6;21,3;366;47;;;;;;;;;;
01-01-2023 06:49;17;9;1,3;0;123;17,8;0,8;3,4;5,2;8,6;1,7;19,9;271;47,5;;;;;;;;;;
01-01-2023 01:50;14;8;2,4;0;89;18,2;0,9;6,5;6;12,4;1,3;20,4;420;44,9;;;;;;;;;;
01-01-2023 02:50;20;7;1,8;0;112;19,3;0,8;2,5;3,7;6,3;1,2;23,1;614;42,4;;;;;;;;;;
01-01-2023 03:50;14;8;1,7;0;143;20,6;0,8;1,8;4,3;6,2;1,3;23,4;450;41,6;;;;;;;;;;
01-01-2023 04:50;20;16;0,3;0;254;19,8;1;8,2;11;19,2;1,6;20,8;127;46,4;;;;;;;;;;
01-01-2023 05:50;44;29;2,4;0;255;17,8;1,4;12,9;20,1;33;2,6;15,9;60;65;;;;;;;;;;
01-01-2023 06:50;58;29;1,3;0;237;15;1,5;11,1;22,1;33,2;2,5;15;29;67,6;;;;;;;;;;
01-01-2023 01:51;57;16;0,7;0;137;10,6;1,1;4,1;13,3;17,5;1,6;13,7;0;65;;;;;;;;;;
01-01-2023 02:51;28;28;0,5;0;171;5,2;1,3;5,8;17;22,8;3,2;13,7;0;67,6;;;;;;;;;;
01-01-2023 03:51;51;17;0,2;0;130;4,9;1,3;12,2;17,5;29,8;1,9;13,2;0;69,5;;;;;;;;;;
01-01-2023 04:51;34;15;0,9;0,2;126;8,1;1;4,3;13;17,3;1,5;12,9;0;70,5;;;;;;;;;;
01-01-2023 05:51;26;11;0,4;0;146;6,4;1;3,7;14,1;17,7;1,4;11,7;0;74,1;;;;;;;;;;
01-01-2023 06:51;0;31;0,9;0;231;4,1;1,3;17,4;19,6;37;2,3;12,2;0;76;;;;;;;;;;
01-01-2023 01:52;50;11;2,1;0;252;10,7;0,9;4,9;12,3;17,2;2,4;11,8;0;74,7;;;;;;;;;;
01-01-2023 02:52;19;12;0,3;0;82;15,1;0,8;0,4;9,9;10,3;1,7;11,1;0;74,3;;;;;;;;;;
01-01-2023 03:52;12;11;0,6;0;127;12,6;0,9;0,3;9,8;10,1;1,6;11,1;0;77;;;;;;;;;;
01-01-2023 04:52;0;20;0,3;0;142;7,8;0,9;1,5;14,1;15,5;2,1;10,9;0;78;;;;;;;;;;
01-01-2023 05:52;32;23;0,6;0;234;3,6;1,1;21,2;17,4;38,6;2,2;10,5;0;77,7;;;;;;;;;;
01-01-2023 06:52;47;27;0,4;0;206;2,9;1,6;43,9;20,4;64,3;1,9;9,8;0;77,3;;;;;;;;;;
01-01-2023 01:53;55;39;0,5;0;248;3,1;2,3;68,8;22,3;91,1;3,4;10,7;1;78,8;;;;;;;;;;
01-01-2023 02:53;89;39;0,4;0;157;3,5;2;69,6;19,6;89,2;3,2;12,1;53;76,3;;;;;;;;;;
01-01-2023 03:53;85;42;0,3;0;50;6,3;1,7;44,1;22,5;66,6;5,4;14,5;166;67,6;;;;;;;;;;
01-01-2023 04:53;82;49;0,5;0;224;12,7;1,6;31,8;25;56,8;3,4;17,4;276;57,1;;;;;;;;;;
01-01-2023 05:53;88;42;0,6;0;86;25,1;1,3;14;21,7;35,7;3;20,2;531;49,4;;;;;;;;;;
01-01-2023 06:53;74;20;0,4;0;130;35,1;1;5,3;12;17,3;2,1;23,5;631;39,1;;;;;;;;;;
01-01-2023 01:54;27;26;2,4;0;234;34,5;1;4,9;11,8;16,7;2,6;23,2;528;39,8;;;;;;;;;;
01-01-2023 02:54;44;29;3,8;0;223;30,9;1,1;5,9;12,4;18,3;3,2;20,7;419;53,2;;;;;;;;;;
01-01-2023 03:54;54;20;2,4;0,2;208;27,8;1,1;3,1;12,2;15,3;2,3;17,9;56;59,1;;;;;;;;;;
01-01-2023 04:54;35;21;2,2;0,2;245;19,8;1,4;11,3;16,1;27,5;2,1;16,5;193;69;;;;;;;;;;
01-01-2023 05:54;39;25;2,8;0;253;18,3;1,3;11,8;18,7;30,5;2,7;15,7;68;68,8;;;;;;;;;;
01-01-2023 06:54;48;19;2,6;0;245;19,4;1,3;8,2;16,6;24,8;1,8;14,8;21;69,7;;;;;;;;;;
01-01-2023 01:55;41;20;1,5;0;237;14;1,4;9,3;22,9;32,1;2,1;14,1;0;69,8;;;;;;;;;;
01-01-2023 02:55;46;18;0,8;0;240;15,8;1,2;7;18,3;25,3;2,8;13,8;0;70;;;;;;;;;;
01-01-2023 03:55;44;30;1,5;0;226;9,6;1,5;14,2;22,2;36,4;4,7;14;0;69,4;;;;;;;;;;
01-01-2023 04:55;58;26;1,7;3;237;13,2;1,3;9,5;20,8;30,2;3,8;13;0;74,6;;;;;;;;;;
01-01-2023 05:55;34;18;0,8;0,6;245;15,5;1,2;5,3;19,3;24,6;1,7;11,4;0;80,2;;;;;;;;;;
01-01-2023 06:55;18;18;1,2;0;348;11,6;1,4;13,3;26,3;39,7;2;11,3;0;77,7;;;;;;;;;;
01-01-2023 01:56;26;21;1,5;0,4;7;8;1,3;9,8;29;38,8;2,7;11,5;0;77,1;;;;;;;;;;
01-01-2023 02:56;22;17;1,3;1,7;20;16,4;1;4;18;22;1,6;10,2;0;80,4;;;;;;;;;;
01-01-2023 03:56;11;11;0,5;0;137;20,6;0,8;0;8,6;8,5;1,3;9,5;0;81,3;;;;;;;;;;
01-01-2023 04:56;0;12;0,4;0;188;14,3;0,9;0,9;13,9;14,8;1,2;8,9;0;81,4;;;;;;;;;;
01-01-2023 05:56;0;14;0,4;0;133;5,3;1;3,6;22,8;26,4;1,3;8,8;0;82,6;;;;;;;;;;
01-01-2023 06:56;18;18;0,4;0;148;3;1,2;16,2;20,4;36,6;1,5;9,3;0;83,7;;;;;;;;;;
01-01-2023 01:57;28;28;0,5;0;138;3,2;1,2;18,1;18,3;36,3;1,7;9,5;7;83,8;;;;;;;;;;
01-01-2023 02:57;38;18;1;0;131;10,6;0,9;6,9;9,9;16,8;1,7;13,9;123;75,6;;;;;;;;;;
01-01-2023 03:57;20;8;0,6;0;89;22,8;0,9;3,9;6,6;10,5;1,6;20,1;301;52,9;;;;;;;;;;
01-01-2023 04:57;22;22;1,7;0;351;23,8;1,3;15,6;18;33,6;2;19,3;451;51,5;;;;;;;;;;
01-01-2023 05:57;30;14;1,1;0;339;26,7;1,2;10,4;13;23,4;1,4;19,4;442;51,6;;;;;;;;;;
01-01-2023 06:57;23;17;0,2;0;336;32,7;1,1;5,3;11,4;16,7;1,6;20,1;365;48,6;;;;;;;;;;
01-01-2023 01:58;26;14;1,1;0;152;36,6;0,8;0,7;5;5,7;1,6;24,9;726;40,6;;;;;;;;;;
01-01-2023 02:58;0;22;2,8;0;223;38;1,1;3,9;10,8;14,7;1,9;22,1;291;47,4;;;;;;;;;;
01-01-2023 03:58;42;31;4,4;0;233;37,7;1,2;5;11,6;16,6;2,2;19,2;341;59,7;;;;;;;;;;
01-01-2023 04:58;48;33;3,8;9,1;236;31,3;1,2;5,5;13,1;18,6;1,7;15,6;69;70,9;;;;;;;;;;
01-01-2023 05:58;40;14;1,5;0,7;215;18,4;1,3;6,5;18,5;25;1,5;12,7;46;84,9;;;;;;;;;;
01-01-2023 06:58;0;27;2;0;238;15,9;1,5;11,2;19,4;30,6;1,6;13,9;26;85;;;;;;;;;;
01-01-2023 01:59;30;30;0,3;0;219;9,1;1,8;16;25,6;41,6;1,9;13,3;0;83,4;;;;;;;;;;
01-01-2023 02:59;41;35;0,4;0;187;4,3;1,9;18,8;28,5;47,3;1,7;13;0;83;;;;;;;;;;
01-01-2023 03:59;46;17;0,6;0,2;118;12,2;1;2,2;12,2;14,4;1,4;12,4;0;81,2;;;;;;;;;;
01-01-2023 04:59;19;17;0,9;0;239;12,6;1,1;4,1;13,2;17,3;1,4;12,3;0;77,8;;;;;;;;;;
01-01-2023 05:59;22;21;1,7;0;235;12,5;1,2;9,3;18,3;27,6;2,4;12,2;0;76,2;;;;;;;;;;
01-01-2023 06:59;22;11;0,5;0;309;13,7;1,1;6,8;19,7;26,5;2,8;11,9;0;71;;;;;;;;;;
01-01-2023 01:60;0;30;1;0;317;13,4;1;3,3;18,8;22,1;2,2;11,6;0;72,8;;;;;;;;;;
01-01-2023 02:60;26;14;0,2;0;152;10,3;1;1,9;18,6;20,4;1,5;11;0;74,9;;;;;;;;;;
01-01-2023 03:60;17;17;0,2;0;255;5,6;1,1;11,8;22,3;34,1;1,5;9,9;0;77,6;;;;;;;;;;
01-01-2023 04:60;36;22;0,8;0;297;3,5;1,1;13,8;23,2;37,1;1,9;10,5;0;80,3;;;;;;;;;;
01-01-2023 05:60;34;23;0,4;0;202;3,5;1,1;21,8;22;43,8;1,9;9,9;0;79,9;;;;;;;;;;
01-01-2023 06:60;41;40;0,3;0;168;2,8;1,4;48,3;22,9;71,2;2,1;9,1;0;80,6;;;;;;;;;;
01-01-2023 01:61;69;55;0,2;0;292;3,2;3,7;154,9;26,1;181;2,8;9,2;11;82,8;;;;;;;;;;
01-01-2023 02:61;136;63;0,3;0;338;3,9;4;147,5;35,9;183,4;3,5;12,2;101;80,3;;;;;;;;;;
01-01-2023 03:61;141;19;0,6;0;148;16,5;1,2;27,8;18,5;46,3;2,5;19;305;56,8;;;;;;;;;;
01-01-2023 04:61;35;13;0,8;0;146;26,3;0,8;4,5;8,7;13,2;1,7;19,6;296;46,2;;;;;;;;;;
01-01-2023 05:61;23;21;0,6;0;57;30,1;1;8,5;12,3;20,9;1,4;19,9;411;42,6;;;;;;;;;;
01-01-2023 06:61;22;9;0,8;0;146;33,3;0,9;3,2;8,4;11,6;1,4;22,8;553;36,1;;;;;;;;;;
01-01-2023 01:62;21;21;1,9;0;225;34;1;4,6;10,7;15,3;2,1;22,2;363;39,9;;;;;;;;;;
01-01-2023 02:62;46;32;4;0;236;32;1,1;8,6;13,7;22,4;2,5;19,5;467;55,7;;;;;;;;;;
01-01-2023 03:62;57;26;4,3;0;224;28,4;1,1;8,8;11,2;20;1,9;20;508;54,6;;;;;;;;;;
01-01-2023 04:62;48;16;3,7;0;244;28,1;1,1;8,8;11,8;20,7;2;19,3;362;55,7;;;;;;;;;;
01-01-2023 05:62;40;24;3,2;0;228;25,4;1,2;9,2;13,3;22,5;2,2;18;169;58,3;;;;;;;;;;
01-01-2023 06:62;38;26;2,1;0;243;19,8;1,5;11,9;17,4;29,3;2,3;16,9;34;59,9;;;;;;;;;;
01-01-2023 01:63;55;34;1,5;0;255;8,7;1,9;18,6;25,6;44,2;3,5;14;0;69,9;;;;;;;;;;
01-01-2023 02:63;82;31;0,4;0;245;5,1;1,9;18,1;27,9;46;3,8;12,8;0;73,5;;;;;;;;;;
01-01-2023 03:63;69;41;0,6;0;170;3,1;1,8;24,5;26,1;50,5;3;11,7;0;74;;;;;;;;;;
01-01-2023 04:63;83;30;0,6;0;148;5,7;1,3;6,2;22,3;28,6;2,1;12,1;0;70,6;;;;;;;;;;
01-01-2023 05:63;55;31;0,4;0;178;3,6;1,5;9,8;24;33,8;2,3;11;0;70,6;;;;;;;;;;
01-01-2023 06:63;58;30;0,4;0;184;3,7;1,2;8,6;20,2;28,8;1,9;10,2;0;74,9;;;;;;;;;;
01-01-2023 01:64;58;28;0,4;0;165;4,9;1;2,6;18,2;20,9;2,1;10,8;0;74,7;;;;;;;;;;
01-01-2023 02:64;53;31;0,4;0;170;4,3;1;4,9;19,1;24,1;2,3;11,2;0;71,3;;;;;;;;;;
01-01-2023 03:64;63;24;0,5;0;144;7;0,9;1,4;15,8;17,2;2,7;10,7;0;69;;;;;;;;;;
01-01-2023 04:64;48;23;0,3;0;146;6,2;0,9;3,2;16,8;20,1;3,1;9,9;0;69,5;;;;;;;;;;
01-01-2023 05:64;45;30;0,4;0;164;3,2;1;12,7;19,9;32,6;3;9,9;0;69,4;;;;;;;;;;
01-01-2023 06:64;55;29;0,3;0;146;2,9;1,2;26,4;20;46,4;2;9;0;71,5;;;;;;;;;;
01-01-2023 01:65;54;41;0,2;0;174;3,1;2,2;77,8;20,5;98,4;2,4;8,7;11;75;;;;;;;;;;
01-01-2023 02:65;97;63;0,4;0;206;5;2,6;91,6;25,2;116,7;5,8;13,2;106;69,6;;;;;;;;;;
01-01-2023 03:65;144;66;1,3;0;263;8,3;2,5;58,3;38,5;96,8;5,5;15,4;156;61,9;;;;;;;;;;
01-01-2023 04:65;148;70;0;0;0;14;2,1;39,4;40,6;80;0;16,9;0;0;;;;;;;;;;
01-01-2023 05:65;153;59;0;0;0;0;0;0;0;0;0;18,3;0;0;;;;;;;;;;
01-01-2023 06:65;114;32;3,9;0;219;27,9;0;0;0;0;2,9;20,6;636;0;;;;;;;;;;
01-01-2023 01:66;58;26;3,9;0;229;29;0;0;0;0;2,6;19,3;368;0;;;;;;;;;;
01-01-2023 02:66;53;18;1,1;5;188;23,6;0;0;0;0;2;17,2;72;0;;;;;;;;;;
01-01-2023 03:66;28;25;0,9;5,6;56;13,4;0;0;0;0;1,8;11,9;120;0;;;;;;;;;;
01-01-2023 04:66;48;24;0,7;0;210;23,3;0;0;0;0;2;17,2;203;0;;;;;;;;;;
01-01-2023 05:66;44;0;1,7;0,2;200;0;0;0;0;0;1,8;17,9;159;0;;;;;;;;;;
01-01-2023 06:66;0;30;0,8;0;50;13,3;0;19,8;25,3;45,2;1,8;15,3;22;81,1;;;;;;;;;;
01-01-2023 01:67;53;17;0,4;0;134;10,5;0;9,7;20,4;30;1,7;13,7;0;70;;;;;;;;;;
01-01-2023 02:67;33;16;0,4;0;136;11,6;0;5;17,6;22,6;2;13,1;0;69,7;;;;;;;;;;
01-01-2023 03:67;25;23;0,6;0;348;11,3;0;15,7;23,1;38,8;1,5;13,2;0;67,7;;;;;;;;;;
01-01-2023 04:67;46;26;0,3;0;345;5,2;0;37;39,8;76,9;1,6;11,3;0;69,9;;;;;;;;;;
01-01-2023 05:67;64;40;0,3;0;115;3,1;0;50;40,3;90,2;4,3;10,4;0;73,2;;;;;;;;;;
01-01-2023 06:67;58;35;0,4;0;151;2,9;0;47,8;35,3;83,1;3,2;10,1;0;75,9;;;;;;;;;;
01-01-2023 01:68;69;23;0,3;0;165;2,8;0;23,4;19;42,4;1,8;9,3;0;77,9;;;;;;;;;;
01-01-2023 02:68;45;17;0,3;0;158;3,5;0;8,2;15,5;23,7;2,1;10,1;0;76,3;;;;;;;;;;
01-01-2023 03:68;32;21;0,4;0;156;3,4;0;6,6;14,5;21,1;2;10,4;0;72,6;;;;;;;;;;
01-01-2023 04:68;35;18;0,8;0;127;4,3;0;7,8;14,9;22,7;1,8;8,8;0;71,7;;;;;;;;;;
01-01-2023 05:68;28;23;0,9;0;111;3,1;0;19;18,8;37,9;1,9;7,9;0;76,3;;;;;;;;;;
01-01-2023 06:68;49;40;0,7;0;55;3;0;75,1;19,2;94,2;1,9;8,9;0;79,1;;;;;;;;;;
01-01-2023 01:69;78;42;0,3;0;117;2,9;0;92,6;22;114,7;2,2;9,7;6;80,3;;;;;;;;;;
01-01-2023 02:69;91;31;0,9;0;126;5,3;0;37,6;22,9;60,4;2,4;11,3;61;71,5;;;;;;;;;;
01-01-2023 03:69;53;27;1,4;0;121;10,5;0;21,1;18,4;39,5;2,7;14,3;213;63,9;;;;;;;;;;
01-01-2023 04:69;46;14;1,7;0;112;24,7;0;7,3;9,7;17;1,6;20,8;475;44,6;;;;;;;;;;
