;;;;;;;;;;
;;;;;;;;;;
DateTime;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb
01-01-2023 03:153;24;24;2,2;0;86;0;0,5;6;10,4;16,4
01-01-2023 04:153;25,9;6;1,4;0;86;0;0,6;7,8;12,8;20,6
01-01-2023 05:153;18,9;4;0,7;0;123;0;0,6;10,4;15,3;25,7
01-01-2023 06:153;14,1;9;1,1;0;80;0;0,7;17;16,1;33
01-01-2023 07:153;13,5;13;1,6;0;77;0;0,5;6,8;10,2;17
01-01-2023 01:154;10,8;9;0,8;0;148;0;0,6;8,2;13,7;21,8
01-01-2023 02:154;10;10;0,7;0;136;0;0,5;7,7;11,9;19,7
01-01-2023 03:154;20,2;7;1,3;0;183;0;0,3;3;9,1;12,1
01-01-2023 04:154;15,3;5;0,5;0;153;0;0,3;2,2;9;11,2
01-01-2023 05:154;11,5;5;0,6;0;133;0;0,3;4;13,5;17,4
01-01-2023 06:154;9;7;0,9;0;136;0;0,3;5,2;11,4;16,6
01-01-2023 07:154;7;7;0,3;0;169;0;0,3;5,4;12,3;17,7
01-01-2023 01:155;7,4;6;0,5;0;117;0;0,7;22,9;17,3;40,2
01-01-2023 02:155;7,5;7;0,5;0;150;0;1,4;60,3;23,9;84,2
01-01-2023 03:155;15;15;0,2;0;141;0;2,7;167;41,3;208,3
01-01-2023 04:155;38,2;37;0,7;0;294;0;2,1;107,3;47,2;154,5
01-01-2023 05:155;0;28;0;0;0;0;0;0;0;0
01-01-2023 06:155;0;0;0,9;0;100;0;0,8;0;0;0
01-01-2023 07:155;8,7;8;1,2;0;145;0;0,6;4;8,3;12,3
01-01-2023 01:156;6,8;6;1,6;0;116;0;0,5;4,4;9,3;13,7
01-01-2023 02:156;9,9;4;4;0;91;0;0,5;3,8;8,4;12,2
01-01-2023 03:156;8,4;4;4,4;0;88;0;0,5;4,6;7,9;12,5
01-01-2023 04:156;6,3;3;3,8;0;89;0;0,4;2;6;8
01-01-2023 05:156;7,7;3;2,4;0;85;0;0,5;4,3;8,5;12,8
01-01-2023 06:156;6,7;6;2,1;0;84;0;0,6;7,2;11,8;19
01-01-2023 07:156;5,9;5;0,1;0;288;0;0,7;8,4;17,2;25,7
01-01-2023 01:157;5;5;1,5;0;87;0;0,5;4,2;12;16,2
01-01-2023 02:157;7;7;1,5;0;89;0;0,6;6,8;14;20,8
01-01-2023 03:157;0;10;2,5;0;97;0;0,7;11,7;16;27,6
01-01-2023 04:157;9,1;8;2,5;0;81;0;0,4;2,8;7,9;10,6
01-01-2023 05:157;11,3;9;0,8;0;120;0;0,4;3;8,7;11,6
01-01-2023 06:157;8,8;8;1;0;129;0;0,3;1,5;5,1;6,7
01-01-2023 07:157;8;8;1,2;0;133;0;0,3;1,8;5,7;7,5
01-01-2023 01:158;0;10;0,4;0;191;0;0,4;4,2;12,3;16,5
01-01-2023 02:158;0;11;0,7;0;138;0;0,4;3,6;14,1;17,8
01-01-2023 03:158;6,5;6;0,6;0;124;0;0,5;11;19,6;30,6
01-01-2023 04:158;7;7;0,5;0;144;0;0,8;30,1;18,1;48,1
01-01-2023 05:158;9;9;0,3;0;126;0;1,5;65,4;23,4;88,9
01-01-2023 06:158;0;11;0,6;0;109;0;1,3;40,4;19,2;59,6
01-01-2023 07:158;17,7;8;2;0;77;0;0,7;19,6;17,8;37,4
01-01-2023 01:159;13,5;11;0,6;0;80;0;0,8;20,6;19,2;39,8
01-01-2023 02:159;23,8;8;1,5;0;297;0;0,9;21,3;27,5;48,8
01-01-2023 03:159;33,8;9;2,9;0;271;0;0,9;20,2;28,9;49,1
01-01-2023 04:159;30,3;16;0,4;0;291;0;1;20,9;35,1;56
01-01-2023 05:159;32,5;19;2,1;0;103;0;0,6;11;20,1;31,1
01-01-2023 06:159;24,1;12;4,7;0,1;90;0;0,4;6,4;8;14,4
01-01-2023 07:159;25,3;7;0,5;0,3;252;0;0,8;29,6;23,4;53
01-01-2023 01:160;19,7;11;0,7;0,4;135;0;1,7;75,3;36,7;112
01-01-2023 02:160;27;27;0,3;0;125;0;1,8;69;30;99
01-01-2023 03:160;20,6;12;1;0;120;0;2,4;90,5;27,9;118,4
01-01-2023 04:160;22;22;0,9;0;247;0;2,8;159,7;46,2;205,9
01-01-2023 05:160;0;38;1;0;172;0;2,3;120,1;30,9;151
01-01-2023 06:160;29,3;26;0,9;0;127;0;1,7;73,6;23,7;97,2
01-01-2023 07:160;26,1;15;1,1;0;126;0;1,3;47,4;19,9;67,3
01-01-2023 01:161;25,2;13;0,8;0;124;0;0,8;25,3;17,1;42,4
01-01-2023 02:161;20,2;12;1,2;0;140;0;0,7;16,4;17,7;34
01-01-2023 03:161;15,4;8;0,8;0;146;0;0,8;23,7;15,5;39,3
01-01-2023 04:161;18,5;8;0,8;0;148;0;0,6;14;14,4;28,4
01-01-2023 05:161;13,6;11;0,9;0;118;0;0,9;34,7;17,8;52,5
01-01-2023 06:161;25,3;13;0,8;0;142;0;0,8;27,8;16,5;44,4
01-01-2023 07:161;19,5;10;0,5;0;179;0;1,1;62,1;17,1;79,2
01-01-2023 01:162;14,1;13;0,4;0;150;0;2,2;119,2;19,8;139
01-01-2023 02:162;18,3;17;1,2;0;78;0;2,4;142,3;27,9;170,3
01-01-2023 03:162;32,9;30;0,9;0;87;0;1,5;75,1;35,9;111,1
01-01-2023 04:162;32,5;23;0,9;0;280;0;0;0;0;0
01-01-2023 05:162;30,6;13;0,1;0;332;0;1,1;27,4;40,4;67,8
01-01-2023 06:162;0;18;0;0;0;0;0;0;0;0
01-01-2023 07:162;28,2;22;1,7;0;300;0;0,7;9;28,4;37,4
01-01-2023 01:163;23,4;17;4,5;0;288;0;0,7;8,8;26,5;35,4
01-01-2023 02:163;39,2;30;5,5;0;279;0;0,7;7,4;22,6;30
01-01-2023 03:163;39,6;20;4,5;0;275;0;0,7;9,3;26,2;35,5
01-01-2023 04:163;33,2;17;3,4;0;279;0;0,8;12,5;30,2;42,7
01-01-2023 05:163;31,3;13;3,7;0;293;0;1,3;19,3;46,5;65,8
01-01-2023 06:163;30,2;24;4,2;0;272;0;1,3;24,3;41,4;65,7
01-01-2023 07:163;31,4;22;1,3;1;272;0;1,2;22,8;43,4;66,3
01-01-2023 01:164;31;23;0,8;6,6;121;0;0,8;16,9;23,7;40,6
01-01-2023 02:164;30,4;12;1,3;2,7;114;0;1;26,6;27,3;53,9
01-01-2023 03:164;25,6;16;0,8;0;130;0;0,8;14,1;26;40,2
01-01-2023 04:164;18,2;13;0,5;0;115;0;0,7;13,8;22,1;35,9
01-01-2023 05:164;14;9;0,7;0;158;0;0,7;11,2;20,3;31,5
01-01-2023 06:164;10,1;6;0,4;0;122;0;0,5;7;15,5;22,5
01-01-2023 07:164;7,4;5;0,5;0;106;0;0,5;8,7;14,1;22,8
01-01-2023 01:165;10,4;5;0,9;0,1;138;0;0,6;10,2;17,7;27,9
01-01-2023 02:165;0;8;0,4;0;103;0;0,5;9,9;15,4;25,3
01-01-2023 03:165;0;8;0,4;0;119;0;0,8;25,9;16,7;42,7
01-01-2023 04:165;0;12;0,3;0;332;0;1,3;63,4;20,6;83,9
01-01-2023 05:165;15;15;0,6;0,1;203;0;1,5;72,2;28,3;100,5
01-01-2023 06:165;23;23;1,2;1,7;192;0;1,1;41,3;28,5;69,9
01-01-2023 07:165;17;14;1,1;0;267;0;1,3;43,2;37,6;80,9
01-01-2023 01:166;30,5;22;2,7;0;270;0;1,2;34,2;37,5;71,7
01-01-2023 02:166;48,4;28;2,1;0;254;0;0,7;13;21,9;34,9
01-01-2023 03:166;34,9;12;2,3;0;289;0;0,8;11,3;27;38,4
01-01-2023 04:166;30,5;14;2,1;0;298;0;0,8;8,2;28,6;36,9
01-01-2023 05:166;38,6;20;0,2;2,3;106;0;0,8;6,8;31;37,8
01-01-2023 06:166;27,1;13;0,6;0,3;150;0;1,1;16,1;35,9;52
01-01-2023 07:166;24,3;18;0,8;0;101;0;1,2;17,7;36,1;53,8
01-01-2023 01:167;25;25;0,9;5,4;113;0;1,4;23,1;40,4;63,5
01-01-2023 02:167;25,6;22;1,3;13,7;92;0;1,1;18,3;40,4;58,7
01-01-2023 03:167;24,1;21;0,9;0,1;156;0;0,7;17,3;21,9;39,2
01-01-2023 04:167;17,2;8;0,8;0;129;0;0,7;20,6;18,6;39,2
01-01-2023 05:167;13,4;7;0,8;0;143;0;0,6;17,3;17,3;34,6
01-01-2023 06:167;10,2;6;0,9;0;131;0;0,5;12,7;14,3;26,9
01-01-2023 07:167;11;4;0,9;0;144;0;0,6;13,7;15;28,7
01-01-2023 01:168;10,9;8;1,2;0;140;0;0,5;11;14;25,1
01-01-2023 02:168;8,5;6;1,1;0;139;0;0,4;4,4;11,5;15,9
01-01-2023 03:168;11,1;5;0,7;0;119;0;0,6;10,5;17,8;28,3
01-01-2023 04:168;9,2;7;1,5;0;140;0;0,6;6,3;19,9;26,3
01-01-2023 05:168;7,7;7;0,9;0;140;0;0,4;4,1;14,1;18,2
01-01-2023 06:168;6;6;1;0;125;0;0,4;6;11,8;17,9
01-01-2023 07:168;7;7;1,2;0;144;0;0,6;11,2;14,2;25,4
01-01-2023 01:169;9;9;0,8;0;146;0;0,5;8,8;11,1;19,9
01-01-2023 02:169;9;9;1;0;109;0;0,8;38;28,9;66,9
01-01-2023 03:169;21;21;1,1;0;77;0;0,8;20,9;30,7;51,6
01-01-2023 04:169;26,6;25;0,9;0;105;0;0,7;13,5;29,2;42,8
01-01-2023 05:169;37;21;0,3;0;227;0;0,4;5,6;15,8;21,4
01-01-2023 06:169;32,3;6;4,1;0;286;0;0,6;4,2;18,3;22,5
01-01-2023 07:169;27,4;20;5,4;0;287;0;0,7;3,8;26,6;30,4
01-01-2023 01:170;38,4;26;1,4;0;323;0;0,7;9;23,9;32,9
01-01-2023 02:170;34,6;14;1,2;0;71;0;0,6;4;19;22,9
01-01-2023 03:170;25,3;15;2,2;0;94;0;0,3;3,3;11;14,3
01-01-2023 04:170;17,6;8;1,7;0;88;0;0,4;3,7;13,8;17,5
01-01-2023 05:170;13,5;5;1,4;0;115;0;0,4;3,4;14,8;18,1
01-01-2023 06:170;10,7;5;1,1;0;113;0;0,4;2,4;14,3;16,7
01-01-2023 07:170;9;9;1,1;0;110;0;0,3;1,7;11,9;13,6
01-01-2023 01:171;6,1;5;1,4;0;98;0;0,3;1,7;9,5;11,2
01-01-2023 02:171;5;5;1,2;0;119;0;0,4;3,4;13,4;16,7
01-01-2023 03:171;4;3;1,1;0;120;0;0,3;0,8;9,3;10,1
01-01-2023 04:171;3,3;1;0,9;0;126;0;0,4;1,8;13,2;14,9
01-01-2023 05:171;6;6;1,2;0;145;0;0,4;0,9;14,4;15,2
01-01-2023 06:171;5;5;1,2;0;133;0;0,3;0,3;10,4;10,7
01-01-2023 07:171;7,4;5;1,2;0;142;0;0,4;0,6;14,4;15
01-01-2023 01:172;6,6;3;0,8;0;132;0;0,4;2,9;19,5;22,5
01-01-2023 02:172;8,6;4;1;0;142;0;0,6;20,2;22,6;42,8
01-01-2023 03:172;13,3;7;0,8;0;150;0;1,1;35,4;26,7;62,1
01-01-2023 04:172;11;11;0,5;0;107;0;1,6;70,6;35,7;106,3
01-01-2023 05:172;22,2;19;0,7;0;91;0;1,7;76,4;52,3;128,7
01-01-2023 06:172;27;27;1,6;0;74;0;1,9;70,9;67;137,8
01-01-2023 07:172;53;32;0,3;0;13;0;1,2;28,8;52,9;81,7
01-01-2023 01:173;61,5;20;2,1;0;253;0;0,8;13,2;31,2;44,4
01-01-2023 02:173;45,2;13;0,4;0;70;0;0,6;5,6;23;28,6
01-01-2023 03:173;43,7;12;3,7;0;305;0;1;6,1;43,5;49,6
01-01-2023 04:173;43,5;42;0,2;3;144;0;1;6;40,5;46,5
01-01-2023 05:173;50,2;36;0,8;0,9;116;0;1,1;11,5;38,5;50
01-01-2023 06:173;54,8;39;0,7;0;153;0;1,2;21,5;36,9;58,4
01-01-2023 07:173;38,8;21;1,1;0;134;0;1,7;29,9;42,9;72,8
01-01-2023 01:174;33,9;31;2,1;0;96;0;0,8;9,2;19,8;29
01-01-2023 02:174;27,6;17;2,5;0,1;88;0;0,5;4,7;14;18,7
01-01-2023 03:174;29,1;21;1,4;0;86;0;0,5;4,6;14,1;18,7
01-01-2023 04:174;28,9;17;0,8;0,1;93;0;0,6;6,9;18,1;25
01-01-2023 05:174;21,3;16;1,1;0;116;0;0,7;9,1;20,4;29,5
01-01-2023 06:174;21,7;15;0,2;0,5;325;0;0,7;8,7;28,3;37
01-01-2023 07:174;28;19;0,7;1;98;0;0,5;3,3;30,6;33,9
01-01-2023 01:175;20,3;20;0,2;0,1;37;0;0,5;2,8;25,1;27,9
01-01-2023 02:175;20;20;0,2;0;8;0;0,4;2,8;20,6;23,5
01-01-2023 03:175;0;19;0,1;0;177;0;0,5;3,9;22;25,9
01-01-2023 04:175;0;19;0,3;0;187;0;0,4;7,6;16;23,7
01-01-2023 05:175;11,8;10;0,5;0;149;0;0,7;27,8;16,3;44,1
01-01-2023 06:175;16,4;13;0,4;0;147;0;1,6;77,9;20,7;98,6
01-01-2023 07:175;0;33;0,2;0;67;0;2,2;110,2;38;148,2
01-01-2023 01:176;0;40;0,4;0;54;0;2,3;109,6;50;159,6
01-01-2023 02:176;0;54;1,3;0;77;0;2;92,5;56,1;148,5
01-01-2023 03:176;50,3;47;2,6;0;96;0;1,2;31,2;41,5;72,7
01-01-2023 04:176;53,2;29;0,6;0;322;0;1;15,7;43,3;59
01-01-2023 05:176;46,2;30;0,7;5,1;250;0;1,1;19,5;44,4;63,9
01-01-2023 06:176;44,1;32;0,2;0;64;0;1;18,2;36,8;55
01-01-2023 07:176;45;41;0,5;0;341;0;1,1;13,7;53,2;67
01-01-2023 01:177;54,4;45;0,9;0;86;0;1,1;13,5;53,4;66,9
01-01-2023 02:177;54,4;40;0,6;0;118;0;1,3;21,5;52,6;74,2
01-01-2023 03:177;53,7;45;1,6;0;264;0;1,6;26,7;56,7;83,4
01-01-2023 04:177;53,5;33;1,1;1,7;296;0;2;36,4;63,4;99,9
01-01-2023 05:177;55,1;40;0,5;1,9;86;0;1,7;52,9;54,3;107,1
01-01-2023 06:177;45;31;0,4;0;100;0;1,7;59,4;48;107,4
01-01-2023 07:177;36,8;23;0,3;0;152;0;1,3;43,5;43,7;87,2
01-01-2023 01:178;31,6;24;0,3;0;97;0;1,3;46,6;45;91,6
01-01-2023 02:178;37,2;24;0,2;0;340;0;1;35,3;39,1;74,4
01-01-2023 03:178;39,4;23;0,3;0;120;0;0,6;14,2;23,3;37,5
01-01-2023 04:178;27,9;13;0,7;0;120;0;0,3;2,5;12,2;14,7
01-01-2023 05:178;20,6;12;1,1;0;121;0;0,2;1,4;10,3;11,7
01-01-2023 06:178;15,7;7;1,1;0;133;0;0,3;2,3;12,5;14,8
01-01-2023 07:178;11,2;6;1,4;0;142;0;0,3;3,6;13,5;17,1
01-01-2023 01:179;10;10;1,1;0;125;0;0,5;11,3;18,9;30,2
01-01-2023 02:179;0;15;0,8;0;134;0;1,1;45,4;24,9;70,3
01-01-2023 03:179;0;15;0,7;0;130;0;1,6;62,5;28;90,5
01-01-2023 04:179;18,4;18;0,7;0;150;0;1,7;82,9;40,9;123,7
01-01-2023 05:179;0;34;0,4;0;64;0;2,1;89,5;64,3;153,8
01-01-2023 06:179;0;36;0,7;0;298;0;1,7;46,3;66,2;112,5
01-01-2023 07:179;47,2;39;0,8;0;220;0;1,2;20,1;54;74
01-01-2023 01:180;53,5;31;0,8;0;93;0;1;10,6;48,2;58,8
01-01-2023 02:180;52,9;32;0,4;0;315;0;0,9;8,1;40,4;48,5
01-01-2023 03:180;44,4;27;2,3;0;294;0;0,9;8,1;45,5;53,7
01-01-2023 04:180;52,3;38;3,9;0;289;0;0,9;6,6;45,4;52
01-01-2023 05:180;64,6;51;3,3;0;284;0;1,1;7;53,4;60,4
01-01-2023 06:180;66,9;52;4,2;0;282;0;1,1;7,4;51,4;58,8
01-01-2023 07:180;61,2;42;1,8;0;272;0;1,2;5,4;53,2;58,6
01-01-2023 01:181;51,9;40;1,8;0;271;0;1,4;9,9;60,8;70,6
01-01-2023 02:181;55,8;53;0,4;0;115;0;1,4;20,6;45,2;65,8
01-01-2023 03:181;46,9;32;0,6;0;139;0;0,8;12,4;29,1;41,4
01-01-2023 04:181;50;30;0,9;0;111;0;0,9;16,5;25,9;42,4
01-01-2023 05:181;38;21;0,7;0;150;0;0,7;10;20,8;30,7
01-01-2023 06:181;37,1;24;0,7;0;144;0;0,5;9,4;16,7;26,1
01-01-2023 07:181;29,4;19;0,9;0;140;0;0,5;3,5;14,6;18,1
01-01-2023 01:182;23,8;16;0,8;0;139;0;0,4;2,9;12,6;15,5
01-01-2023 02:182;21,3;19;1,2;0;144;0;0,3;2,6;9,6;12,2
01-01-2023 03:182;19;19;0,7;0;119;0;0,4;8,2;16,5;24,7
01-01-2023 04:182;20,2;18;0,5;0;156;0;0,9;46,5;23;69,5
01-01-2023 05:182;22;22;1,2;0;146;0;1,5;74,9;23,8;98,6
01-01-2023 06:182;25,2;24;0,8;0;150;0;2,2;107,5;29,7;137,2
01-01-2023 07:182;34,2;31;0,9;0;85;0;2,1;77,4;57,5;134,9
01-01-2023 01:183;52;52;1,9;0;83;0;0;0;0;0
01-01-2023 02:183;35,9;20;2,4;0;93;0;0;0;0;0
01-01-2023 03:183;14,3;14;7,3;0;87;0;0;0;0;0
01-01-2023 04:183;0;0;2,8;0;113;0;0;0;0;0
01-01-2023 05:183;32,4;10;2,4;0;111;0;0,3;5,6;6,3;12
01-01-2023 06:183;23,6;11;2,5;0;102;0;0,3;3,5;7,2;10,7
01-01-2023 07:183;20,2;14;2,6;0;101;0;0,3;3,1;8,7;11,8
01-01-2023 01:184;18,5;15;2,2;0;44;0;0,6;7,1;17,7;24,8
01-01-2023 02:184;28,1;19;3,3;0;296;0;1,3;12;34,9;46,9
01-01-2023 03:184;30,3;30;1,3;0;262;0;1,5;11,4;39,2;50,6
01-01-2023 04:184;36,9;24;0,6;0;146;0;0,9;8,9;24,8;33,7
01-01-2023 05:184;28,2;21;1;0;114;0;0,7;8,2;22;30,1
01-01-2023 06:184;21;21;1,1;0;115;0;0,5;4,4;16;20,5
01-01-2023 07:184;21,8;11;2,1;0;134;0;0,6;4,6;20,4;24,9
01-01-2023 01:185;29,7;12;1,8;0;136;0;0,8;8,9;27;35,9
01-01-2023 02:185;24,8;13;1,8;0;139;0;0,7;2,7;24,3;27
01-01-2023 03:185;19,2;14;1,4;0;140;0;0,9;12,1;31,2;43,3
01-01-2023 04:185;24,2;24;1,6;0;136;0;0,8;4;23;27
01-01-2023 05:185;34,1;24;0,7;0;148;0;0,6;3,2;13,1;16,3
01-01-2023 06:185;28;11;0,4;0;125;0;0,6;6,2;13;19,2
01-01-2023 07:185;21;16;0,5;0;139;0;0,9;26,3;18,4;44,8
01-01-2023 01:186;23;18;0,2;0;120;0;2;82,9;25,5;108,3
01-01-2023 02:186;0;33;0,6;0;140;0;2,2;72,7;25,7;98,4
01-01-2023 03:186;38,4;25;1,4;0;80;0;2,3;68,4;55,5;123,8
01-01-2023 04:186;0;54;0,8;0;89;0;2,3;46,1;73,6;119,6
01-01-2023 05:186;80,3;58;0,8;0;23;0;2,2;28,1;79,2;107,3
01-01-2023 06:186;74,9;62;1,5;0;275;0;1,7;15,1;67,9;83
01-01-2023 07:186;82,9;63;3,7;0;289;0;1;5,5;37,5;43
01-01-2023 01:187;91,4;40;4;0;282;0;0,9;5,1;30,1;35,3
01-01-2023 02:187;81,8;43;3,9;0;292;0;0,9;7,5;28,9;36,4
01-01-2023 03:187;74,4;40;3,9;0;297;0;0,9;6,8;28,5;35,2
01-01-2023 04:187;71;35;5;0;280;0;0,9;6,9;25,8;32,7
01-01-2023 05:187;60,5;31;4,4;0;275;0;1,1;6,9;31,3;38,2
01-01-2023 06:187;59,4;32;2;0;299;0;1,5;11,5;44;55,5
01-01-2023 07:187;59,5;35;0,7;0;308;0;1,3;9,9;37,4;47,3
01-01-2023 01:188;52;32;1,8;0;95;0;0,6;4,5;19,2;23,7
01-01-2023 02:188;37;22;3,5;0;83;0;0,5;3,6;12,4;16
01-01-2023 03:188;35,3;20;1,9;0;81;0;0,6;2,8;13,4;16,2
01-01-2023 04:188;29,8;23;1,4;0;83;0;0,5;1,9;10,6;12,4
01-01-2023 05:188;25,6;17;0,4;0;93;0;0,5;1,1;12,5;13,5
01-01-2023 06:188;22,1;20;0,8;0;91;0;0,5;1,8;12,3;14
01-01-2023 07:188;22;22;0,6;0;136;0;0,5;1,3;10,2;11,5
01-01-2023 01:189;27,4;18;1,2;0;107;0;0,5;2,9;12,3;15,2
01-01-2023 02:189;19,7;18;2,6;0;87;0;0,4;1,1;7;8,1
01-01-2023 03:189;27,1;19;2,7;0;86;0;0,5;3,6;10,6;14,2
01-01-2023 04:189;23;23;1;0;114;0;0,9;15,1;25,7;40,8
01-01-2023 05:189;29;29;1,3;0;263;0;1,4;33,6;35,6;69,2
01-01-2023 06:189;27;25;1,4;0;266;0;1,3;27,4;37,8;65,2
01-01-2023 07:189;38,9;33;0,7;0;296;0;0,7;7,9;17,4;25,3
01-01-2023 01:190;29,9;21;1,2;0;78;0;0,6;4,3;14,8;19,1
01-01-2023 02:190;35,8;20;1;0;351;0;0,8;4,9;21,5;26,5
01-01-2023 03:190;36,7;25;4,4;0;287;0;0,9;3,5;25,5;29
01-01-2023 04:190;46,1;35;4,4;0;287;0;0,8;3,6;22,5;26,1
01-01-2023 05:190;46,5;35;4,1;0;297;0;0,9;4,9;23,2;28,1
01-01-2023 06:190;52,9;32;3,3;0;298;0;0,9;5,3;21,4;26,7
01-01-2023 07:190;45,2;33;2,4;0;315;0;0,9;4,9;25,1;30
01-01-2023 01:191;47;25;0,7;0;355;0;1;4,1;26,9;31
01-01-2023 02:191;52,1;30;2,1;0;86;0;0,6;2,5;14,6;17,1
01-01-2023 03:191;36;19;1;0;119;0;0,5;2,3;13,5;15,8
01-01-2023 04:191;26,4;18;1;0;109;0;0,7;2,6;17,9;20,4
01-01-2023 05:191;27,5;20;1;0;77;0;0,6;2,2;13,1;15,4
01-01-2023 06:191;23;23;1;0;105;0;0,6;2;12,9;14,9
01-01-2023 07:191;21;21;1,3;0;136;0;0,9;7,4;22,6;30
01-01-2023 01:192;33;24;1,5;0;141;0;1;9,7;29,7;39,4
01-01-2023 02:192;29,8;27;1,1;0;130;0;1;10,9;29,2;40
01-01-2023 03:192;27;27;0,6;0;133;0;1,1;14,1;29,2;43,3
01-01-2023 04:192;31,9;26;0,9;0;133;0;1;11,6;25,1;36,7
01-01-2023 05:192;42,9;26;0,9;0;122;0;0,9;11,9;24,4;36,3
01-01-2023 06:192;31,9;25;0,6;0;124;0;0,7;2,5;19,8;22,3
01-01-2023 07:192;28,5;22;1,1;0;140;0;0,8;7,5;17,4;25
01-01-2023 01:193;29;29;0,9;0;133;0;0,9;14,9;18,5;33,3
01-01-2023 02:193;39,2;30;1;0;76;0;1,1;19;29,1;48,1
01-01-2023 03:193;46,4;37;1,2;0;64;0;0,9;6,9;24,2;31,1
01-01-2023 04:193;43,9;37;0,3;0;268;0;1;7;33,8;40,8
01-01-2023 05:193;51,1;45;1;0;4;0;1;5;33,2;38,3
01-01-2023 06:193;51,7;47;3,4;0;286;0;0,7;3,1;22;25,1
01-01-2023 07:193;59,8;32;3;0;301;0;0,8;3,9;21,2;25,1
01-01-2023 01:194;56,2;35;3,6;0;286;0;0,7;3,8;19,4;23,2
01-01-2023 02:194;55,1;32;2,5;0;309;0;0,7;2,7;18;20,7
01-01-2023 03:194;51,7;28;2,9;0;295;0;0,7;2,7;17,5;20,2
01-01-2023 04:194;45,4;27;3;0;309;0;0,8;3,2;21,6;24,8
01-01-2023 05:194;41,6;28;1,9;0;305;0;0,9;4,3;27,1;31,4
01-01-2023 06:194;38;38;0,9;0;285;0;1;4,1;31;35,1
01-01-2023 07:194;47;38;0,6;0;101;0;0,9;6,2;24,9;31
01-01-2023 01:195;37,8;25;1;0;131;0;0,6;3,4;13,1;16,6
01-01-2023 02:195;35,4;21;1,5;0;142;0;0,6;4;15;19
01-01-2023 03:195;31,5;29;1,2;0;148;0;0,4;1,9;9;10,9
01-01-2023 04:195;22,8;16;0,7;0;133;0;0,4;2,1;9,3;11,4
01-01-2023 05:195;23,8;14;1;0;130;0;0,5;1,9;11,8;13,7
01-01-2023 06:195;17,3;17;0,8;0;139;0;0,7;3,4;19,5;22,9
01-01-2023 07:195;25,1;24;0,6;0;142;0;0,7;3,6;18,1;21,7
01-01-2023 01:196;28;28;1,2;0;137;0;0,7;9,5;17;26,6
01-01-2023 02:196;28;28;0,8;0;144;0;1;23;15;37,9
01-01-2023 03:196;32,8;31;0,9;0;132;0;1,6;55,4;18,2;73,6
01-01-2023 04:196;0;34;0,8;0;159;0;1,9;59,6;25,3;84,9
01-01-2023 05:196;42,4;38;1,3;0;97;0;1,9;57,2;40,3;97,6
01-01-2023 06:196;51,5;49;1,6;0;81;0;1,8;43,2;48,3;91,5
01-01-2023 07:196;49,6;41;1,8;0;255;0;0,9;17,6;26,4;44
01-01-2023 01:197;44,7;18;3;0;260;0;0,5;8,3;10,6;19
01-01-2023 02:197;47,5;15;2,2;0;204;0;0,4;5,6;8,4;14
01-01-2023 03:197;44,2;10;3,4;0;287;0;0,8;8,6;18,7;27,3
01-01-2023 04:197;40,1;33;2,2;0;319;0;0,9;6,7;24,2;30,8
01-01-2023 05:197;54,7;33;1,9;2,1;83;0;0,9;8;26,3;34,3
01-01-2023 06:197;40,4;27;1,3;0;86;0;1,3;12,8;37,4;50,2
01-01-2023 07:197;52,4;35;1;0;69;0;1,5;14,9;36,7;51,6
01-01-2023 01:198;41;32;0,5;0;327;0;1,8;27;37,5;64,4
01-01-2023 02:198;47;37;1,1;0;102;0;1,5;33,7;30,9;64,6
01-01-2023 03:198;38,5;23;0,9;0;110;0;0,8;14,5;18,3;32,9
01-01-2023 04:198;28,1;13;1,2;0;83;0;0,6;5;11,6;16,6
01-01-2023 05:198;27,8;21;0,6;0;162;0;0,7;8,1;16,8;25
01-01-2023 06:198;23,7;19;0,7;0;113;0;0,5;5,6;11,8;17,4
01-01-2023 07:198;24,7;15;0,2;0;98;0;0,4;4,7;7,9;12,6
01-01-2023 01:199;18,8;5;0,5;0;136;0;0,4;1,2;5,4;6,6
01-01-2023 02:199;18,5;14;1,1;0;124;0;0,4;1,3;6;7,4
01-01-2023 03:199;17,3;14;1,1;0;220;0;0,4;0,9;8,4;9,3
01-01-2023 04:199;15,2;15;0,8;0;207;0;0,5;3,3;16,7;20,1
01-01-2023 05:199;16;16;0,6;0;193;0;0,7;27,7;17,4;45,1
01-01-2023 06:199;28,3;23;0,1;0;47;0;1,7;80;34,2;114,2
01-01-2023 07:199;34;34;0,5;0;273;0;2,2;83,3;37;120,3
01-01-2023 01:200;39,4;36;0,3;0;287;0;2,1;60,4;41,4;101,8
01-01-2023 02:200;46,4;40;2,6;0;83;0;0,7;9,3;14;23,3
01-01-2023 03:200;37,6;13;2,6;0;115;0;0,5;6,1;10,6;16,7
01-01-2023 04:200;27,4;16;1,4;0;126;0;0,5;5,1;9,2;14,3
01-01-2023 05:200;32,4;13;1,2;0;162;0;0,5;4,4;8,1;12,4
01-01-2023 06:200;29,9;10;2,4;0;185;0;0,5;4,4;8,2;12,6
01-01-2023 07:200;25,5;11;2,7;0;96;0;0,5;4,3;7,5;11,8
01-01-2023 01:201;22,2;8;1,3;0;88;0;0,5;5,5;8,6;14,1
